827	830
82	676
13	88
151	281
192	319
189	573
895	964
344	861
77	746
600	787
125	265
130	609
75	673
572	725
209	902
295	676
503	854
930	958
47	574
470	677
333	968
294	451
165	566
693	722
101	810
142	619
44	47
450	735
59	850
804	967
389	725
389	496
53	510
688	792
581	666
880	962
405	440
391	505
219	987
470	569
27	228
612	918
156	638
376	907
183	741
68	525
73	869
174	921
716	975
595	685
366	633
531	966
4	217
448	931
83	281
570	628
14	410
363	564
616	744
542	795
239	757
220	515
748	900
244	872
533	746
230	974
247	389
552	988
1	885
610	966
683	690
175	220
287	461
639	849
92	222
42	630
176	859
528	752
137	867
555	626
734	857
560	741
467	513
54	869
343	743
86	821
34	631
917	978
595	698
488	572
493	687
400	459
111	356
308	870
108	287
46	641
970	989
421	518
352	647
546	927
140	239
613	688
780	865
769	972
263	346
686	937
231	771
119	301
413	519
537	814
817	868
354	878
569	766
94	244
85	424
527	540
766	822
199	940
488	585
933	935
743	811
261	542
118	493
467	647
123	837
164	838
458	827
306	958
264	961
224	367
583	943
657	892
118	843
641	884
379	655
107	196
21	947
819	927
184	416
235	381
138	943
279	653
265	489
330	655
99	722
641	776
11	609
742	828
103	841
571	946
120	781
386	900
501	887
67	137
624	957
99	843
462	666
682	898
121	373
24	440
5	161
371	484
271	546
362	664
510	599
183	204
255	309
754	959
196	897
158	376
545	785
177	389
72	107
61	443
503	559
216	502
436	734
417	492
362	556
95	441
307	849
367	900
680	973
246	610
92	143
622	897
589	720
797	898
88	438
198	798
63	610
132	215
299	392
137	559
560	662
216	623
772	841
202	688
175	851
101	865
554	847
141	449
358	972
122	170
306	516
655	670
405	495
179	677
10	639
404	795
197	465
422	849
496	798
408	685
12	685
769	893
191	687
22	878
149	919
438	793
42	564
372	439
102	349
286	924
93	529
179	569
354	570
285	470
436	868
269	462
577	578
141	691
375	629
158	631
254	339
130	798
438	685
88	801
465	522
542	742
63	744
794	963
159	452
11	288
164	301
241	521
573	994
347	917
158	752
502	525
177	994
364	820
212	463
262	809
778	874
167	986
143	363
308	696
24	937
459	865
197	828
49	701
21	639
945	987
86	997
683	987
917	925
265	999
4	406
699	702
333	581
228	299
192	642
33	60
21	760
452	946
221	296
59	463
671	990
432	479
330	468
569	713
32	774
445	943
52	194
618	871
186	194
409	697
562	939
268	492
259	938
534	877
501	700
99	656
407	772
16	887
296	941
659	764
222	726
92	882
276	474
395	425
111	895
205	530
372	707
31	148
930	934
701	882
98	552
525	656
492	708
411	783
557	837
230	479
78	610
21	76
513	767
40	89
661	665
50	777
840	933
96	893
36	613
872	885
190	262
11	785
121	428
489	595
874	894
188	603
749	899
367	605
446	898
224	785
480	482
927	942
292	431
416	726
9	79
267	603
420	845
538	837
450	724
276	608
293	740
205	893
485	947
246	436
3	678
94	567
228	796
181	455
184	726
222	981
693	832
593	894
211	563
538	729
515	974
269	275
702	837
196	965
270	914
438	727
135	689
360	807
69	106
500	558
15	809
684	904
629	968
117	268
100	624
210	984
941	974
667	671
470	800
682	979
420	979
662	741
127	168
10	815
192	563
478	920
841	972
76	351
315	404
320	748
788	853
479	741
424	805
61	753
658	743
121	804
168	879
97	181
102	525
40	815
81	587
163	922
254	286
89	707
512	810
713	800
424	926
369	761
102	646
778	929
445	985
272	276
40	707
315	875
829	867
507	816
488	574
144	764
226	574
773	972
59	168
0	756
280	810
3	7
187	582
555	749
720	816
145	585
379	523
477	829
67	931
2	307
122	601
411	475
34	754
722	862
70	936
567	988
364	888
386	418
704	993
196	523
449	703
297	346
252	832
99	361
252	603
11	248
134	813
497	636
170	241
469	537
69	832
518	695
611	886
0	998
578	709
41	770
798	978
8	593
657	773
22	262
75	125
104	826
121	241
590	948
557	771
125	885
185	670
83	888
647	701
518	816
443	642
522	935
407	719
42	69
627	988
61	82
720	950
219	668
198	316
328	840
240	727
6	560
400	716
334	362
41	783
94	609
641	778
346	830
186	612
153	960
538	771
689	940
240	848
9	952
793	997
688	715
55	802
449	958
886	959
27	969
397	539
302	679
93	276
571	840
362	666
513	835
96	961
262	435
146	260
266	325
87	848
307	851
582	790
255	432
174	736
172	397
210	689
204	615
259	322
262	556
85	923
448	746
47	402
313	787
800	905
32	279
25	91
579	677
505	728
123	397
68	461
16	271
515	921
232	569
655	672
218	634
3	746
438	674
295	625
66	802
811	919
454	618
373	693
151	580
189	872
27	56
376	964
612	975
68	582
49	340
744	865
260	752
119	813
513	969
110	993
336	518
322	620
321	395
16	284
81	642
801	968
111	521
190	814
713	855
116	636
391	575
938	973
437	691
679	978
574	696
701	737
38	164
576	742
72	714
908	986
732	989
413	455
50	403
234	978
79	875
440	588
546	984
665	935
766	987
365	414
134	518
208	467
328	532
474	586
732	881
279	347
919	973
432	589
74	881
220	706
789	863
173	594
269	827
62	763
290	361
235	425
620	761
446	645
224	532
644	889
234	991
129	709
757	766
27	661
379	820
632	771
115	481
20	658
166	712
18	319
279	589
754	882
840	922
437	946
223	428
197	964
379	712
558	943
544	779
203	486
356	728
194	895
309	653
188	592
274	366
532	890
7	22
248	902
471	651
333	946
112	718
57	553
340	841
73	497
274	487
124	728
69	792
383	659
402	672
267	484
103	790
515	963
441	785
174	670
895	955
231	975
633	955
765	845
448	909
575	721
907	965
115	736
255	487
205	895
143	983
48	157
172	223
416	849
228	798
33	559
322	433
41	154
220	385
915	947
5	231
101	693
381	976
269	277
301	495
292	675
199	447
314	922
214	984
231	399
728	976
487	621
693	726
352	396
288	906
123	344
307	919
642	909
100	626
549	681
375	794
375	565
535	554
755	786
834	850
283	976
713	789
451	560
368	791
165	691
239	640
896	910
321	450
376	911
147	822
741	743
138	450
33	922
470	923
124	286
198	989
55	186
65	874
767	917
734	740
546	918
458	576
26	882
117	283
29	399
265	935
820	928
78	291
229	689
69	471
280	920
25	401
491	874
126	187
7	532
306	828
452	882
4	234
597	977
0	758
41	530
108	291
51	952
371	930
871	987
315	769
34	756
189	364
227	656
625	931
430	692
542	933
113	756
233	592
351	813
277	598
375	941
235	372
226	818
534	934
245	831
210	544
75	356
715	945
830	932
641	767
233	713
849	945
508	652
219	549
93	144
184	528
604	885
824	888
736	775
199	836
39	847
782	891
196	767
41	893
330	767
624	948
22	385
93	265
15	611
428	780
290	550
343	413
73	323
372	885
353	606
213	303
17	428
330	888
435	904
204	254
830	945
613	947
164	855
409	888
249	670
502	850
45	611
89	388
130	426
677	824
176	542
102	327
346	724
217	839
327	445
781	881
142	665
54	552
515	910
361	443
3	735
416	904
118	981
415	679
308	553
248	273
84	845
547	606
132	327
192	378
137	442
596	956
152	979
320	563
36	804
171	440
591	797
314	748
336	507
162	620
556	776
33	506
179	789
24	915
184	904
280	383
82	627
706	720
164	171
169	515
389	555
664	723
246	735
106	166
267	794
704	795
809	848
874	977
211	633
395	979
730	969
174	980
153	628
48	346
180	502
14	469
456	585
506	931
261	346
211	754
371	743
835	847
238	628
357	579
145	171
365	403
444	467
282	405
903	981
359	625
567	803
317	628
50	284
335	416
780	803
128	877
458	752
274	931
477	765
447	859
15	182
20	526
433	695
295	990
59	225
584	864
88	926
243	534
410	711
294	765
90	477
2	593
425	467
263	634
683	991
502	650
796	868
455	575
157	652
551	808
14	832
671	873
251	287
316	645
75	290
13	644
335	658
321	760
104	762
136	714
43	486
263	526
82	185
768	927
9	875
372	698
680	814
224	534
210	370
110	432
237	473
261	830
402	540
517	527
555	819
252	781
761	887
613	760
478	535
824	943
276	586
276	357
102	958
353	540
69	781
784	992
283	481
742	766
38	650
38	421
387	538
198	373
103	550
115	604
356	730
254	948
147	327
251	650
330	943
399	548
564	881
58	255
641	835
527	962
599	838
387	430
409	943
371	422
6	738
207	728
515	615
45	666
624	787
800	949
406	564
318	717
767	772
450	836
610	825
362	723
4	786
348	559
241	433
480	715
812	959
149	615
283	844
286	849
88	376
621	839
115	738
101	803
403	616
730	782
292	556
297	900
171	495
116	559
283	736
677	892
424	446
622	956
663	728
368	780
487	731
239	400
698	951
510	900
491	621
582	739
480	957
298	980
325	854
48	51
633	970
89	806
719	744
383	795
691	911
551	608
448	924
575	965
281	518
616	737
547	903
607	917
115	980
54	970
183	626
34	274
240	342
47	701
322	677
649	806
165	693
46	513
662	745
390	811
582	981
194	347
278	755
336	696
556	965
129	632
253	927
487	865
519	817
238	575
26	884
516	748
1	73
152	471
231	764
8	463
247	516
346	458
664	804
669	882
620	697
74	938
3	240
153	709
507	941
235	482
89	953
340	535
861	944
28	943
205	347
671	820
416	530
335	605
272	522
226	820
133	592
152	605
284	761
932	945
335	726
402	487
176	181
374	425
370	949
93	146
48	898
244	544
153	951
543	877
482	601
279	538
532	718
298	551
413	538
740	896
41	895
668	993
401	420
310	790
800	883
63	361
428	782
138	949
64	734
413	888
36	901
77	444
531	651
75	371
168	562
291	898
2	795
29	898
263	836
216	724
101	508
109	369
513	947
408	665
251	718
292	490
199	262
696	839
313	778
184	893
5	396
354	550
25	82
104	375
202	681
59	898
343	428
348	735
95	326
169	275
141	442
36	914
633	904
108	790
691	845
226	257
811	910
143	222
401	783
186	858
57	973
63	495
887	905
395	968
367	906
114	460
34	208
397	785
89	632
479	558
52	750
781	896
63	616
178	337
54	796
274	799
320	686
655	905
581	727
6	230
322	732
575	912
360	987
258	976
160	404
509	558
695	977
27	289
26	818
246	858
226	391
484	915
47	877
23	291
261	348
104	630
173	235
49	694
412	517
197	592
343	912
38	47
141	926
787	808
391	808
110	300
528	813
187	520
25	458
71	345
155	982
2	474
400	520
317	751
625	867
418	803
421	808
421	579
269	710
409	461
562	703
469	475
185	716
592	811
27	773
89	190
94	305
145	765
169	893
277	655
43	259
469	596
37	939
493	990
914	983
243	778
518	754
784	873
219	835
544	891
222	611
731	754
763	935
207	488
157	896
754	886
330	824
232	252
237	367
495	891
132	839
522	994
295	308
38	652
222	961
208	834
216	658
529	889
152	902
334	650
432	956
430	883
72	384
366	602
215	958
402	555
355	709
622	824
503	607
219	848
520	776
888	943
148	150
146	306
299	548
326	947
90	145
40	553
620	899
124	961
628	723
320	378
499	609
504	953
149	496
572	599
751	830
23	91
314	563
66	727
33	550
85	740
88	257
267	488
14	42
395	902
496	725
56	160
369	620
24	851
146	319
800	843
244	854
700	905
132	155
445	615
670	962
755	777
130	725
204	674
130	496
462	969
157	333
374	856
415	857
303	387
74	564
65	744
41	158
321	441
574	621
381	980
35	343
117	153
251	907
292	908
180	438
264	580
78	161
674	680
247	384
49	628
338	502
351	441
136	516
771	798
568	964
144	636
283	980
479	626
685	731
107	754
795	862
822	965
266	747
269	523
293	880
48	295
53	639
540	986
20	462
89	821
345	747
419	467
652	675
542	803
108	282
662	868
66	285
486	642
128	934
30	362
692	976
491	986
664	914
287	927
777	791
1	75
37	523
312	462
754	807
119	296
47	945
88	983
430	454
877	914
82	939
236	588
752	919
249	527
488	809
942	979
567	873
418	750
36	419
352	884
462	527
85	311
126	312
10	137
576	814
447	929
347	991
796	817
40	245
105	640
67	119
14	781
638	645
165	950
710	750
99	825
696	815
536	597
300	586
21	942
516	884
161	427
235	376
689	812
59	416
620	712
119	430
339	433
344	548
292	358
443	527
258	481
20	838
268	674
109	358
821	823
174	258
224	604
401	651
337	895
464	707
221	720
353	610
81	151
210	790
196	892
416	895
457	667
223	500
154	895
195	667
575	659
527	911
406	621
216	726
469	906
629	895
334	718
119	564
210	911
191	669
499	785
600	837
719	788
204	608
75	494
111	151
4	25
195	559
322	600
83	89
809	947
602	654
327	449
258	844
478	847
552	796
87	962
505	721
665	673
821	957
936	944
581	716
760	947
237	677
171	323
897	952
542	724
0	441
681	839
10	634
202	804
491	678
577	681
269	336
136	221
292	963
503	917
883	909
468	667
98	868
146	387
65	691
99	275
475	791
593	968
266	573
546	856
558	681
389	909
117	450
