132	0.025	0.274	0.319	0.365	0.566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
268	0.099	0.377	0.453	0.523	0.653	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.073	0.115	0.143
266	0.042	0.301	0.416	0.487	0.612	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.167	0.211	0.333
82	0.028	0.305	0.364	0.402	0.565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
447	0.016	0.327	0.378	0.407	0.573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
257	0.063	0.321	0.427	0.495	0.634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.091	0.167
448	0.044	0.449	0.508	0.568	0.756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
417	0.026	0.199	0.232	0.309	0.491	0.0	0.0	0.0	0.0	0.0	0.0	0.172	0.199	0.24	0.333
437	0.01	0.117	0.288	0.343	0.462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	0.173	0.228	0.249	0.276	0.582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
93	0.025	0.22	0.364	0.539	0.778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.062
269	0.019	0.279	0.425	0.543	0.678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
273	0.144	0.193	0.3	0.366	0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
155	0.0	0.075	0.133	0.209	0.441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.1	0.111
172	0.196	0.291	0.317	0.407	0.602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
340	0.015	0.181	0.342	0.489	0.779	0.0	0.0	0.0	0.111	0.125	0.077	0.167	0.223	0.248	0.3
171	0.053	0.382	0.514	0.595	0.756	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.093	0.117	0.154
381	0.028	0.262	0.347	0.408	0.491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	0.19	0.275	0.314	0.341	0.526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
319	0.063	0.202	0.23	0.248	0.328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
